id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical
grudge_apexplosion3	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000	false
grudge_weapon_abilities_hellfire_sword	35.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	10		wh_main_spell_fire_flaming_sword_of_rhuin	wh_main_spell_fire_flaming_sword_of_rhuin	false	true	true	0.0000			false	0.0000	0.0000	false
grudge_item_abilities_horn_of_urgok	15.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000	false
grudge_item_abilities_banner_of_arcane_warding	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false
grudge_item_abilities_spelleater_shield	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false
grudge_ability_swiftness_of_itzl	35.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0			wh_ability_positive_one_shot	false	true	true	0.0000			false	0.0000	0.0000	false
grudge_ability_skv_verminous_valour	14.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0			wh_ability_positive_one_shot	false	true	true	0.0000			false	0.0000	0.0000	false
grudge_item_abilities_banner_of_wrath	3.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false
grudge_weapon_abilities_storm_sword	3.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false
rhox_grudge_stormbringer_ability	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.2000	0.0000	false	0		wh3_dlc20_abilities_giver_of_arcane_glory	wh3_dlc20_ability_giver_of_arcane_glory	false	true	true	0.0000			false	0.0000	0.0000	false
grudgebringers_wagon	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale_passive		false	true	true	0.0000			false	0.0000	0.0000	false
